ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3334,B,Ship,5,3,204,3,high,F,1,4037,1
7455,A,Ship,3,3,177,4,medium,F,4,1560,1
7463,C,Ship,5,1,255,5,medium,M,9,1156,1
8409,A,Ship,4,1,269,5,medium,M,3,4534,1
1492,B,Road,5,5,226,3,medium,M,23,2626,1
10382,F,Ship,4,2,265,3,medium,F,1,5385,0
7387,D,Road,5,5,207,2,high,M,8,5066,1
9265,D,Ship,4,3,255,4,medium,F,10,4740,0
4660,B,Flight,5,3,191,2,medium,M,7,5783,1
6679,D,Ship,3,5,135,2,medium,F,9,5614,1
4090,B,Road,5,3,236,2,medium,M,6,1329,1
391,D,Road,4,1,259,3,low,M,20,2154,1
6151,D,Road,4,3,179,3,low,F,3,5495,1
2704,B,Ship,3,4,185,2,low,F,62,2849,1
3299,C,Flight,5,4,243,3,medium,M,4,4420,1
4572,F,Ship,2,2,171,2,medium,F,6,5105,0
1752,F,Ship,4,4,136,3,low,M,6,1900,1
792,F,Ship,5,4,133,2,medium,M,30,1161,1
3459,A,Ship,4,1,170,2,medium,F,5,5182,0
7558,B,Ship,4,3,266,3,high,F,2,5298,0
3596,F,Ship,4,2,233,2,low,F,5,4668,0
9637,D,Ship,4,4,251,5,medium,F,2,1329,1
101,C,Ship,5,3,143,2,medium,M,59,1837,1
5946,F,Ship,3,5,164,3,high,M,10,4639,1
2779,D,Ship,5,3,225,7,medium,F,17,3516,1
4158,F,Ship,3,1,243,2,medium,M,10,5460,0
9634,B,Ship,2,4,181,5,medium,F,9,1368,0
5414,F,Ship,4,5,199,2,low,F,8,4463,0
6520,B,Ship,3,2,270,3,medium,M,9,5873,1
4487,C,Ship,3,4,174,3,medium,F,4,4051,0
6891,A,Ship,6,3,247,4,medium,M,3,1903,0
3514,B,Ship,3,2,262,4,low,M,1,4745,1
6129,A,Ship,3,3,132,2,medium,M,1,4687,0
3677,C,Road,4,2,273,5,low,F,1,5012,0
3335,C,Ship,6,5,266,5,low,M,10,4140,0
1226,F,Road,3,1,135,2,medium,M,7,1316,1
2852,F,Road,4,1,207,2,low,M,2,3242,1
9748,B,Ship,5,4,164,3,low,M,9,5135,1
10302,F,Ship,4,1,228,3,medium,M,4,5347,1
5624,F,Flight,2,1,226,2,medium,F,1,5576,0
8626,B,Road,5,3,237,5,medium,F,2,1869,1
3081,A,Ship,5,5,194,3,low,M,47,2256,1
9052,B,Flight,2,1,271,3,low,M,1,4537,0
7910,F,Ship,5,1,181,3,low,F,6,5423,0
6092,F,Ship,3,3,225,4,low,F,9,5468,1
3476,F,Ship,6,4,100,5,low,F,7,5668,1
1120,B,Ship,4,1,172,2,low,M,48,1993,1
3599,C,Ship,3,4,183,2,low,M,3,4179,1
6257,C,Ship,6,4,255,4,low,M,7,1869,1
8359,D,Flight,6,4,275,4,medium,F,5,1989,0
10020,F,Ship,4,4,145,2,medium,M,9,5070,0
3606,F,Ship,4,1,276,2,medium,M,3,1966,0
10835,C,Flight,2,4,114,5,high,M,3,4423,0
3979,D,Flight,3,2,202,2,medium,M,5,5135,1
2829,A,Ship,3,1,270,4,low,M,47,3487,1
10600,B,Ship,3,1,226,3,medium,F,8,5000,0
4744,B,Ship,3,1,211,3,high,F,7,5178,0
10475,C,Ship,3,4,236,4,medium,M,2,1016,0
1860,F,Ship,2,5,170,8,low,M,14,1396,1
7468,B,Ship,5,1,245,5,low,F,5,1996,1
4223,C,Road,5,4,168,4,medium,M,5,5580,0
1095,A,Flight,3,1,185,3,medium,M,3,3051,1
10765,D,Ship,5,1,235,5,low,M,4,1259,1
1972,B,Ship,4,4,240,3,low,F,62,3478,1
4507,D,Road,3,3,183,3,low,M,2,4363,0
1047,A,Ship,3,3,231,2,medium,F,24,2177,1
10702,B,Flight,4,2,267,5,low,F,2,1876,0
4459,D,Ship,4,4,261,6,medium,F,10,4596,1
745,D,Ship,2,4,280,4,low,M,48,1463,1
7017,A,Ship,6,1,103,4,low,M,2,5089,0
7043,C,Ship,6,4,272,4,low,F,4,4098,0
4001,C,Ship,4,5,160,6,low,F,4,4684,1
10005,A,Flight,4,1,204,3,medium,M,3,4310,0
10965,A,Flight,5,3,224,5,low,M,5,1842,0
5538,F,Ship,5,4,219,5,low,M,5,1388,1
10242,F,Ship,4,3,257,3,low,M,8,5944,0
2289,A,Ship,5,4,187,2,medium,F,10,3549,1
10558,B,Flight,4,2,255,5,low,F,6,4053,0
1209,A,Road,3,1,154,2,low,F,44,1994,1
4870,B,Ship,3,2,264,3,low,F,8,5831,0
10946,F,Road,5,2,257,6,low,M,3,1379,1
5281,D,Ship,6,5,261,4,low,F,3,1217,1
999,A,Ship,3,3,141,2,medium,F,48,1758,1
4790,F,Road,5,3,232,7,medium,M,6,5285,1
9695,C,Ship,6,3,301,5,low,F,2,1452,1
9312,F,Flight,3,2,204,2,high,M,8,4562,1
6255,A,Ship,6,1,282,4,low,M,1,1434,0
10707,A,Ship,5,4,255,6,low,M,4,1255,1
6335,C,Ship,2,2,226,3,low,M,5,5875,0
5732,F,Road,3,4,191,5,medium,F,4,4243,1
4669,D,Flight,5,2,133,2,high,F,2,4556,0
9608,F,Ship,4,1,140,2,low,M,8,4926,0
10655,C,Ship,5,1,251,4,low,M,1,5011,1
9460,B,Flight,5,5,286,4,high,F,10,1071,1
8429,C,Ship,4,1,236,3,low,F,8,4114,0
10497,A,Ship,4,1,251,2,low,F,2,4839,1
5180,F,Road,4,5,222,3,medium,F,8,4950,0
236,F,Ship,2,2,134,3,low,M,38,1352,1
1697,C,Ship,4,3,246,3,medium,F,52,2440,1
691,D,Flight,5,4,150,2,low,M,60,1034,1
7226,F,Ship,5,4,219,2,medium,F,5,4919,1
2436,F,Ship,3,2,207,2,medium,F,37,2460,1
7288,B,Ship,3,5,236,2,low,M,10,5755,1
10110,F,Ship,2,3,216,3,high,M,9,4032,1
9601,D,Flight,4,4,132,3,medium,F,5,4613,0
8236,B,Flight,4,3,211,8,medium,F,6,5583,0
10094,F,Ship,3,1,173,2,medium,F,1,5927,1
3229,D,Ship,5,3,210,5,medium,M,9,5431,1
1650,F,Flight,3,4,204,3,medium,F,27,2772,1
4350,F,Ship,5,4,237,3,high,M,9,5401,0
2092,B,Ship,2,4,225,10,high,M,56,3384,1
4168,B,Ship,3,2,231,3,low,F,5,5046,0
1995,A,Ship,3,1,165,3,low,F,1,1417,1
4093,D,Road,6,1,127,3,low,F,8,5976,1
2989,D,Road,5,3,168,4,low,M,7,1298,1
8418,F,Ship,3,1,202,2,medium,M,7,4598,0
1237,D,Flight,3,1,231,6,medium,F,64,3627,1
6932,F,Ship,4,2,201,3,medium,F,6,5616,1
9274,B,Ship,3,3,150,3,medium,M,9,5852,0
7016,F,Ship,4,1,249,3,low,M,4,5253,1
406,B,Road,2,2,124,3,low,F,56,1494,1
6556,B,Road,5,1,298,4,low,M,4,1551,0
4208,F,Ship,3,5,167,2,low,F,2,4141,0
6462,F,Ship,2,1,285,5,low,M,4,5759,0
2695,D,Ship,5,1,162,5,low,F,47,1727,1
10056,F,Ship,3,5,171,3,medium,M,5,4075,1
1063,D,Ship,4,2,272,4,low,M,62,2307,1
1184,F,Ship,4,1,193,2,high,M,37,3510,1
4387,D,Flight,3,2,257,2,medium,F,1,4132,1
9697,D,Ship,7,5,288,4,low,F,1,1269,1
4041,A,Ship,3,2,228,3,medium,F,4,4208,0
4872,F,Ship,4,4,261,2,medium,F,9,5306,1
4681,D,Ship,3,3,237,3,low,F,7,4062,0
6156,F,Road,4,5,159,2,low,F,3,5704,0
4259,C,Flight,4,4,141,3,low,M,7,4683,0
5664,F,Ship,4,2,266,2,low,F,8,5516,0
7605,A,Ship,3,5,224,3,low,M,6,5115,0
10583,C,Ship,4,3,184,4,low,M,4,4030,1
3084,F,Ship,4,2,169,2,low,M,22,1322,1
2912,F,Ship,3,4,274,3,medium,M,19,3076,1
8612,F,Road,4,5,234,5,low,F,1,1991,1
2726,F,Road,4,3,253,3,high,F,18,2849,1
9775,D,Ship,5,4,190,3,medium,F,4,4424,1
2637,A,Ship,4,3,154,3,medium,M,10,1711,1
8489,C,Road,3,3,133,2,medium,M,8,4241,0
5411,C,Ship,4,2,149,5,medium,F,8,4209,0
4406,F,Ship,3,2,237,3,medium,F,10,5851,0
529,D,Road,5,5,261,3,medium,F,8,3257,1
1725,A,Ship,3,2,263,4,medium,M,8,2599,1
3925,D,Ship,5,1,181,2,medium,F,4,5578,1
5757,A,Flight,6,1,266,4,medium,F,2,1862,1
1872,F,Ship,5,5,234,2,medium,F,43,3822,1
10408,B,Flight,4,3,248,5,low,M,3,1093,0
3456,F,Ship,5,3,206,4,high,F,1,4583,0
5986,B,Ship,4,3,184,8,low,M,4,4686,0
8782,B,Flight,3,2,199,3,low,F,8,5431,0
7542,F,Flight,4,4,265,3,low,M,9,5508,0
1666,B,Ship,5,2,266,7,low,M,40,2304,1
3673,D,Road,4,1,251,3,low,F,4,4374,1
7374,F,Road,5,4,264,3,high,M,9,5841,1
6346,B,Ship,3,4,267,3,high,M,8,5337,1
5607,A,Road,5,2,135,2,medium,M,4,5405,0
5138,F,Ship,3,5,180,2,medium,M,1,5940,1
9414,F,Ship,6,3,244,5,medium,F,5,1092,0
8395,D,Ship,3,4,249,3,high,F,10,5629,1
10423,D,Flight,3,2,257,3,medium,M,9,5236,0
9382,B,Ship,5,3,242,4,medium,F,8,4410,1
6296,F,Road,4,3,240,5,medium,F,5,1301,0
9380,F,Ship,6,1,144,4,low,F,5,5121,0
6332,F,Ship,3,4,239,4,medium,F,8,4537,0
2643,A,Ship,3,3,143,3,medium,F,16,1343,1
669,A,Road,5,1,179,3,low,F,62,1945,1
6209,C,Ship,5,3,258,2,low,F,10,5371,1
5610,F,Road,4,4,238,2,low,F,4,4337,1
7489,D,Ship,5,5,250,4,medium,F,8,1247,1
6857,C,Flight,3,5,151,6,low,M,8,4692,1
2758,B,Ship,3,1,231,2,low,M,44,3688,1
5696,F,Ship,4,2,175,3,medium,M,7,4874,1
2517,A,Ship,5,5,264,3,medium,F,56,3482,1
10706,F,Ship,5,4,228,5,low,M,9,1044,0
530,F,Road,6,1,243,4,high,F,22,3537,1
7813,D,Flight,3,2,138,2,medium,M,8,5714,0
5283,A,Ship,6,3,259,5,medium,F,1,1271,0
8934,F,Ship,5,3,140,5,medium,F,6,1823,0
3660,F,Ship,6,3,166,3,low,F,2,5559,0
5873,C,Road,4,3,175,2,low,M,3,4200,0
7460,F,Ship,5,5,225,5,low,F,9,1646,1
5778,F,Ship,6,5,304,4,low,M,8,1755,1
2246,F,Ship,5,3,206,2,medium,F,59,3278,1
3350,F,Ship,3,5,186,2,medium,M,4,4352,0
1117,D,Ship,4,2,182,3,low,M,58,3943,1
6542,F,Ship,6,4,283,4,low,F,10,1512,0
4504,B,Road,3,5,174,6,medium,F,7,4608,0
3746,F,Ship,3,1,205,4,high,F,3,4426,0
3252,F,Ship,6,5,189,2,high,M,4,5898,1
6599,C,Ship,4,3,264,5,medium,M,3,1639,0
1151,C,Ship,3,4,148,10,high,F,12,1779,1
10784,F,Ship,5,1,247,5,medium,F,8,1842,1
5772,F,Ship,4,2,270,5,low,M,6,1520,0
285,A,Flight,5,5,230,3,low,F,32,3249,1
9520,B,Ship,2,2,101,5,medium,F,6,4196,0
8244,F,Ship,4,4,177,7,low,F,3,5646,1
9552,F,Ship,3,1,274,4,low,M,3,5979,0
7326,F,Ship,3,2,239,4,medium,F,10,4410,0
6712,B,Flight,4,4,184,3,low,M,8,4453,1
6329,C,Ship,5,5,137,2,low,M,8,5111,1
4236,F,Road,4,5,246,3,low,M,10,4616,1
6815,C,Ship,6,3,297,4,medium,M,2,1954,0
1132,B,Ship,3,3,148,5,medium,M,61,1452,1
4323,A,Ship,6,1,185,3,high,F,8,4806,0
5474,F,Road,4,5,266,3,medium,M,8,4889,0
3080,F,Ship,3,1,188,2,low,F,14,2074,1
2559,A,Ship,4,3,162,10,high,M,25,1764,1
8047,D,Ship,6,2,256,4,low,F,6,1507,0
5905,D,Flight,5,4,202,3,low,F,3,4559,1
3992,F,Ship,3,4,211,3,low,F,6,5890,0
5852,F,Ship,4,5,201,2,high,F,2,4657,0
10938,F,Road,5,3,229,5,low,F,10,1951,0
3742,B,Ship,5,1,167,3,medium,M,3,4267,1
9506,F,Ship,5,3,171,3,low,F,7,4946,0
7133,C,Flight,3,1,266,7,low,M,5,4102,1
1429,D,Ship,6,2,135,5,low,M,26,1585,1
716,F,Ship,4,1,137,4,high,M,15,1391,1
7054,B,Ship,4,5,137,2,high,F,6,5208,0
4749,A,Ship,5,3,199,10,medium,F,1,5865,0
1988,F,Ship,2,3,151,3,medium,M,22,1024,1
6098,F,Ship,3,5,160,3,low,F,8,4106,0
1889,C,Ship,3,2,169,10,medium,F,4,1665,1
3574,B,Flight,3,4,143,4,medium,M,5,5545,1
6691,D,Road,3,3,213,2,low,M,10,5495,0
10528,B,Road,5,5,237,3,medium,M,5,4285,1
6736,B,Ship,6,4,235,6,low,M,1,5533,1
7963,D,Flight,5,3,274,6,medium,M,7,1293,0
7872,F,Ship,4,4,193,3,low,M,2,5975,1
5374,B,Ship,3,3,254,2,medium,M,8,4890,1
317,C,Ship,4,2,238,2,high,M,17,3358,1
6269,C,Ship,5,5,249,4,medium,M,2,1727,1
9193,D,Flight,7,1,280,5,low,M,10,1199,1
9886,B,Ship,5,1,275,5,low,M,6,1156,1
1606,B,Ship,5,2,140,4,high,M,58,1175,1
3874,B,Ship,4,5,216,3,medium,M,1,5167,1
4059,A,Ship,4,2,249,2,medium,F,7,5876,1
5037,A,Ship,6,3,271,4,medium,F,1,1733,0
5694,F,Ship,3,3,145,3,low,F,10,5696,0
2716,B,Road,3,2,268,2,low,M,20,2731,1
9068,F,Ship,4,2,184,2,medium,F,10,5959,0
3709,D,Flight,4,1,140,4,low,M,6,5067,0
8886,F,Road,6,4,253,4,medium,F,6,1961,0
3701,C,Flight,3,4,183,3,low,F,1,5959,1
3015,A,Flight,3,5,188,2,low,F,12,2711,1
6783,A,Ship,5,2,168,2,low,M,6,5464,1
3698,F,Flight,5,1,211,2,medium,M,1,5913,1
10995,A,Ship,4,1,252,5,medium,F,1,1538,1
7459,D,Ship,4,4,228,5,low,M,6,1853,1
5803,D,Ship,3,4,187,3,low,M,7,5417,0
7623,A,Ship,3,5,266,2,high,F,3,5195,0
9517,D,Ship,4,4,169,4,medium,F,8,5493,0
6523,D,Ship,3,5,270,6,medium,F,9,4195,0
5729,C,Road,5,5,227,5,medium,F,3,1687,0
4249,D,Flight,4,1,183,4,low,M,9,5157,0
10276,B,Flight,3,5,146,3,medium,M,8,5637,1
9902,F,Ship,3,5,214,2,medium,F,6,4578,0
3233,C,Ship,3,3,255,2,low,M,8,5955,1
2995,D,Road,5,5,160,3,medium,M,55,1911,1
5085,A,Flight,4,5,133,3,medium,M,4,5180,1
4529,C,Flight,6,1,263,6,low,M,10,5826,0
5280,F,Ship,6,3,248,4,low,F,6,1997,1
10671,A,Road,5,3,254,5,low,M,10,1501,1
2599,D,Flight,5,1,189,3,medium,F,14,3318,1
8361,A,Flight,6,2,243,4,high,M,2,1665,1
5589,A,Ship,4,4,189,4,medium,F,9,5838,1
923,C,Ship,4,1,208,7,high,M,8,2193,1
9114,F,Ship,5,4,137,2,low,F,2,4077,1
1659,A,Flight,5,2,240,7,medium,F,47,2174,1
2155,D,Ship,3,3,211,4,high,F,22,2942,1
10594,B,Ship,2,5,188,2,medium,F,9,4610,0
4202,F,Ship,4,4,270,2,low,F,1,5148,1
408,F,Flight,4,5,193,3,medium,M,65,2267,1
9318,F,Flight,5,2,217,2,medium,F,6,4120,1
2564,F,Ship,4,5,156,3,low,F,33,1836,1
9838,B,Road,5,5,268,4,low,F,9,4208,0
9294,F,Road,4,1,225,2,low,M,4,4102,0
3977,C,Flight,5,1,220,3,medium,M,8,5727,1
2189,C,Flight,3,3,183,3,high,F,6,3364,1
3463,D,Ship,3,4,271,2,medium,M,6,4218,0
10930,B,Ship,5,4,232,5,medium,M,5,1337,0
620,F,Ship,3,5,224,2,low,M,13,3891,1
2010,F,Ship,3,5,168,4,medium,M,23,1347,1
7382,F,Road,6,4,240,3,low,F,9,4986,1
89,C,Ship,3,3,229,3,low,M,49,2339,1
3464,F,Ship,4,4,186,2,medium,F,9,4887,1
3548,F,Road,3,3,163,3,medium,M,2,5791,1
666,F,Road,3,3,243,2,medium,M,17,3230,1
9032,F,Road,3,3,250,4,medium,M,1,4717,0
1064,F,Ship,3,4,209,3,low,M,37,2215,1
2544,F,Ship,3,3,138,6,medium,M,49,1078,1
203,C,Ship,2,4,134,3,low,M,58,1067,1
850,B,Ship,4,2,133,4,medium,F,52,1401,1
5391,A,Ship,4,2,137,2,medium,F,2,5804,1
2952,F,Ship,4,2,165,3,low,M,7,1702,1
896,F,Ship,4,3,170,3,low,F,21,1588,1
5733,A,Road,3,4,247,3,low,M,10,5749,1
4624,B,Ship,5,3,224,2,low,M,6,5962,1
366,F,Ship,3,2,234,3,medium,M,39,2099,1
3817,D,Road,4,4,157,2,medium,M,8,5398,0
544,B,Flight,3,3,231,2,low,M,46,2962,1
1108,B,Flight,3,1,211,2,low,F,45,3332,1
9129,A,Ship,3,1,250,3,low,F,7,4760,0
8457,A,Ship,3,5,124,2,medium,M,1,5709,1
7368,F,Ship,3,4,140,6,low,M,9,4558,0
1336,B,Ship,4,2,256,2,medium,M,10,3128,1
1953,A,Ship,3,5,135,3,low,M,20,1772,1
1848,F,Ship,5,1,269,3,medium,F,2,2136,1
3260,F,Ship,3,3,202,3,medium,F,8,5486,1
9543,A,Ship,3,1,242,5,low,F,3,4026,0
6457,D,Ship,3,5,195,3,medium,F,9,4224,0
10782,F,Ship,4,2,267,5,medium,F,2,1307,1
985,D,Ship,3,3,167,3,medium,F,24,1111,1
6319,D,Flight,6,3,191,6,medium,F,2,4471,0
1162,B,Ship,5,2,167,8,low,M,28,1921,1
8920,B,Flight,4,4,248,5,medium,M,2,1651,0
7899,A,Ship,3,4,273,2,medium,M,2,4219,1
1749,A,Ship,4,1,147,3,low,M,11,1434,1
6438,F,Flight,4,1,171,4,medium,M,2,5082,0
2384,F,Ship,4,3,163,5,low,M,29,1349,1
9783,A,Ship,3,4,213,3,high,M,7,5516,1
9358,B,Ship,6,1,283,5,low,F,9,1311,1
8917,D,Flight,4,3,246,5,medium,M,10,1646,1
4058,F,Ship,2,1,166,3,medium,M,6,4280,0
1020,F,Ship,3,2,261,5,medium,M,45,2488,1
1000,B,Ship,3,3,271,2,medium,M,15,3542,1
6148,B,Road,2,1,185,6,medium,F,7,4138,1
9258,F,Ship,3,5,287,5,high,M,1,5263,1
6262,B,Ship,4,1,265,6,low,F,9,1753,1
458,F,Ship,3,4,145,8,low,F,15,1429,1
418,B,Flight,5,5,133,3,low,M,63,1218,1
654,F,Ship,3,1,157,2,high,M,19,1898,1
4640,F,Road,5,1,257,3,medium,F,5,4355,0
931,D,Ship,4,3,162,2,low,M,2,1714,1
8566,B,Ship,3,4,165,2,medium,M,1,5745,0
4678,B,Ship,3,2,221,3,high,F,7,5477,0
4926,F,Road,4,4,256,3,low,M,8,4398,0
6424,B,Road,4,3,149,4,medium,M,1,4678,0
7828,B,Ship,2,2,173,3,low,F,10,4736,0
5586,F,Ship,5,4,261,6,medium,F,4,5349,0
1416,F,Ship,3,3,238,4,medium,M,57,3537,1
6578,F,Flight,5,1,266,5,low,F,9,1852,0
6844,B,Road,4,5,134,10,medium,M,5,4244,0
10574,F,Ship,3,1,174,3,low,F,9,4380,1
10953,A,Road,5,1,260,5,low,F,3,1705,0
7570,B,Ship,4,1,155,3,low,F,4,4397,0
9692,F,Ship,6,5,275,4,low,M,2,1700,1
7452,F,Ship,4,1,246,6,low,M,4,1489,0
4502,F,Road,4,2,173,2,medium,M,2,5327,0
9394,B,Ship,3,1,172,3,medium,M,5,5696,1
10065,A,Ship,3,1,258,2,low,F,4,5262,0
4280,F,Ship,4,3,191,3,medium,M,1,4219,0
1181,C,Ship,5,2,191,2,high,F,6,2059,1
1073,C,Road,4,4,198,2,low,F,5,2270,1
7998,F,Ship,6,1,306,4,low,F,4,1449,1
8069,C,Road,5,3,202,3,low,M,4,4134,1
9911,C,Ship,6,4,296,4,low,M,4,1973,0
3608,F,Ship,5,5,258,4,medium,M,7,5478,0
9658,B,Ship,4,3,275,5,medium,M,5,1329,0
7317,A,Ship,5,1,241,3,low,F,7,5134,1
8523,A,Ship,3,5,233,2,medium,M,1,4913,0
921,A,Ship,3,2,214,2,low,M,26,3503,1
5319,A,Road,6,4,143,4,medium,M,4,4401,0
9016,B,Road,4,3,141,2,low,F,8,4331,0
9965,C,Ship,6,2,189,2,low,F,2,1837,0
6032,F,Flight,5,1,262,5,low,M,1,1488,1
5856,F,Ship,4,3,266,2,medium,M,6,4286,1
6782,F,Ship,5,1,142,6,medium,M,1,4843,1
383,C,Ship,5,4,215,2,low,F,45,3501,1
10015,D,Flight,3,3,185,2,low,M,4,4746,0
9142,B,Ship,5,3,240,5,low,M,6,1489,0
3097,D,Ship,2,3,188,2,high,M,25,2033,1
9962,F,Ship,5,4,256,5,low,M,2,1723,1
6097,D,Ship,4,2,156,2,medium,M,5,4467,1
7020,F,Ship,4,4,139,3,medium,M,2,5135,0
7473,A,Ship,4,4,254,5,low,M,2,1573,1
8123,C,Ship,6,3,155,2,medium,F,1,4182,1
4736,F,Ship,3,4,211,3,high,M,8,5191,1
4016,F,Ship,2,5,116,3,low,F,1,4091,1
10151,C,Flight,4,5,228,5,low,M,2,1996,0
1411,D,Ship,3,4,110,3,low,F,55,1281,1
2035,D,Road,3,5,243,2,medium,M,42,3421,1
10503,A,Ship,3,1,248,3,medium,M,7,5588,0
5300,F,Ship,4,3,287,4,low,M,6,5889,0
7563,A,Ship,4,4,171,2,low,M,7,5190,1
1905,A,Road,4,5,277,5,medium,F,32,1055,1
917,C,Ship,5,5,261,8,medium,M,39,2103,1
10868,F,Ship,4,3,195,3,low,M,7,4915,1
7675,D,Flight,5,4,242,5,medium,F,2,1717,1
8620,B,Road,5,3,267,6,low,M,10,1027,0
7650,F,Road,5,1,265,4,low,F,2,5416,1
3749,C,Ship,3,4,250,2,medium,M,1,4922,1
1652,F,Flight,4,1,167,3,low,F,57,1782,1
7817,C,Flight,4,3,181,3,low,M,4,4399,1
6824,F,Road,2,1,164,5,low,M,4,1708,0
8051,C,Ship,6,1,295,4,low,M,10,1600,0
8696,F,Ship,3,1,187,3,medium,M,7,4607,0
227,C,Ship,4,3,161,7,medium,M,63,1496,1
5130,F,Ship,2,1,108,3,low,M,4,5924,1
4083,A,Ship,6,2,144,7,high,M,1,5501,0
3945,A,Ship,3,5,159,2,medium,M,6,5804,0
5192,F,Road,5,5,187,4,medium,F,9,5326,0
5065,D,Flight,3,5,162,2,low,M,4,4495,0
10077,A,Ship,5,3,242,3,low,F,10,4889,1
2309,C,Road,3,2,268,3,low,M,30,2867,1
4422,F,Ship,4,1,159,4,low,M,5,5420,1
2641,D,Ship,4,5,137,2,medium,F,14,1796,1
8084,F,Flight,4,4,175,3,low,F,6,4600,1
10675,D,Road,3,4,208,2,low,F,3,5811,1
6795,A,Ship,4,3,134,10,medium,M,8,4337,0
5824,B,Ship,3,5,248,2,high,M,3,5287,1
7095,A,Ship,3,2,182,10,low,M,1,4303,0
6504,F,Ship,5,2,244,5,low,M,10,1699,0
5642,F,Ship,4,1,209,4,medium,F,1,5057,0
7783,D,Road,3,3,196,3,low,M,9,4431,0
10944,F,Road,5,3,261,5,medium,M,10,1434,1
6522,F,Ship,3,3,147,8,medium,F,7,5822,0
1722,F,Ship,3,2,270,3,medium,M,31,2377,1
2814,F,Ship,4,4,127,4,high,M,54,1239,1
9932,F,Ship,5,3,243,5,medium,M,8,1223,1
4631,C,Ship,5,2,230,2,medium,M,9,4483,0
6194,F,Ship,4,4,133,4,high,F,10,5296,0
7917,A,Ship,3,3,230,3,low,M,4,4018,1
6728,F,Flight,2,3,226,2,medium,M,2,4566,0
1363,D,Road,4,5,233,3,medium,F,43,3856,1
10526,F,Road,3,2,164,2,medium,F,3,4666,0
7273,D,Flight,4,2,283,2,high,F,1,4115,0
431,C,Ship,5,5,208,3,low,F,45,2018,1
10425,A,Flight,5,5,272,2,low,M,1,4883,1
3375,A,Ship,4,1,157,2,medium,M,3,5801,0
1348,B,Road,3,5,264,6,low,M,30,2751,1
2277,A,Ship,3,4,209,2,low,M,62,2935,1
6219,A,Ship,6,4,306,4,low,F,8,1691,1
2980,B,Ship,5,2,208,8,low,M,62,3450,1
3940,B,Ship,4,5,139,3,medium,M,5,5126,0
3846,F,Flight,5,2,263,3,low,M,9,4699,1
5394,F,Ship,5,1,186,4,medium,M,5,5239,0
9563,C,Ship,4,4,237,3,medium,M,2,4760,0
1555,D,Ship,4,5,233,5,medium,F,44,2648,1
3510,F,Ship,2,3,192,3,medium,F,8,5787,1
4219,D,Ship,3,5,243,3,medium,F,5,4383,0
2791,D,Ship,2,5,282,5,low,M,63,1173,1
10321,D,Ship,3,4,273,3,high,F,8,4530,1
6992,F,Flight,4,5,138,2,low,M,10,4788,0
8847,A,Ship,5,1,258,3,medium,F,8,5694,0
1890,F,Ship,3,4,190,10,medium,F,38,2018,1
3724,B,Ship,3,2,226,3,medium,M,3,4940,1
2385,A,Ship,4,5,260,3,medium,M,59,3951,1
9083,C,Ship,5,5,167,3,medium,M,9,4319,1
5495,C,Flight,3,2,240,8,low,F,9,4908,0
2866,B,Road,5,1,109,2,high,M,23,1479,1
3614,F,Ship,4,5,274,2,low,F,2,4492,1
2624,F,Ship,4,1,152,3,high,M,26,1464,1
809,C,Road,4,5,163,5,low,M,24,1658,1
1736,F,Ship,3,2,188,3,low,F,33,3335,1
7189,D,Ship,5,5,275,6,low,M,1,1507,0
1045,D,Ship,3,3,205,2,medium,F,58,2187,1
7743,A,Ship,6,2,301,4,medium,M,10,1747,1
302,F,Ship,4,5,202,2,medium,M,35,3695,1
7854,F,Ship,5,5,243,3,medium,M,3,5700,1
983,C,Ship,3,2,175,4,medium,F,17,1276,1
5727,A,Ship,6,4,290,4,medium,M,10,1366,0
7371,A,Ship,3,1,271,2,medium,F,7,4569,0
5445,A,Ship,5,1,217,2,medium,M,6,5518,0
7597,D,Ship,3,5,224,2,low,F,10,4380,1
3257,C,Ship,5,2,137,3,low,M,6,4883,0
7884,F,Ship,3,1,189,3,low,F,3,5866,1
2790,F,Ship,5,2,263,2,medium,F,51,1657,1
1713,A,Ship,3,4,242,5,low,M,5,2307,1
8352,F,Road,6,2,248,4,low,F,10,1563,1
8748,F,Road,5,5,221,3,medium,M,9,5295,0
10197,A,Ship,5,5,243,6,low,M,9,1348,0
7148,F,Ship,6,4,279,4,low,M,9,1128,0
2440,B,Road,2,1,115,3,high,M,42,1247,1
2121,A,Ship,5,4,177,2,low,M,14,1735,1
1171,D,Ship,5,1,198,5,medium,F,49,3187,1
5621,C,Flight,4,2,200,2,low,F,8,4222,0
4996,B,Ship,4,4,275,3,low,M,10,5674,1
3965,C,Road,3,1,260,2,medium,F,6,4332,0
3394,B,Ship,4,2,275,6,medium,M,2,1712,1
10642,B,Ship,3,4,133,4,low,F,10,4571,0
204,F,Ship,5,3,161,5,high,M,48,1883,1
6763,D,Ship,2,1,277,6,low,M,10,4165,0
6842,F,Road,3,4,207,2,low,M,6,5852,1
9653,C,Ship,3,2,158,2,medium,M,9,4881,0
6140,F,Road,4,5,222,3,medium,F,7,5844,0
8636,F,Flight,6,2,243,4,low,M,4,1768,0
8535,A,Ship,4,3,134,4,low,F,5,4507,1
